,0
5008,"Nur noch 26 Erstaufnahmen mit COVID19 auf den 200 Intensivstationen in Bayern, der tiefste Wert seit Ende Oktober. "
5009,Österreichische Politik und Politiker*innen in Regierung und Opposition im Jahr 2022: Unterirdisch! Nicht genügend! Setzen! Es ist so furchtbar! @username #COVID19\n#Omikron #aussenpolitik
5010,Können #Haustiere sich mit dem #Coronavirus anstecken? Infos zum Thema haben wir hier zusammengestellt: Gorillas mit Coronavirus infiziert | 
5011,"Die erste Welle traf vor allem den Süden, die zweite trifft das ganze Land. Wir haben aufbereitet, wie sich das #Coronavirus in Deutschland verbreitete: #dataviz "
5012,Fünf Todesfälle von Jugendliche nach #COVID19 Impfung in Europa. Ihr gehört alle vor Gericht! #CoronaInfoCH 
5013,"Wie funktioniert Quarantäne in Taiwan, einem Land ohne Covid19-Fälle? Die ""Quarantäne"" nach Einreise aus einem Risikogebiet in Deutschland oder den USA (beides im August bzw September gemacht) ist dagegen ein Witz. Heute geht es erstmal nur um den Weg in die Quarantäne."
5014, ️CORONA-UPDATE ️\nCoronavirus Schweiz : Aktuelle Zahlen vom 15.04.2021:\n 
5015,"Dienstag, 29.12.: Schnee und Regen, leider kein Flugwetter. Aufgrund der aktuellen Massnahmen gegen das Coronavirus findet bis wahrscheinlich 22. Januar keine Schulung statt."
5016,"Ist euch aufgefallen, daß die Definition von #Corona Impfschutz geändert wurde? Früher hieß es: #Impfung schützt mindestens zu 98% vor #COVID19 Infektion. Heute heißt es: Impfung schützt nicht vor Infektion, aber zumindest vor schwerem Verlauf...bin gespannt auf morgen :)"
5017,"OVG Bautzen hat Querdenken-Demo mit Rechtsextremisten doch in Leipziger Innenstadt erlaubt. Im OVG sitzen Richter aus der Redaktion des Sächsischen Verwaltungsblatts, das Desinformation zu #Covid19 veröffentlicht. Wir brauchen mehr Recherchen zur Justiz. #le0711 \nvia @username "
5018,"Laut eigener Aussage war #SpiegelRuecktritt über 3 Wochen aufgrund von Covid-19 nicht arbeitsfähig, trotz 3 Impfungen und, davon gehen wir hier aus, Einhaltung der Corona-Maßnahmen. Ein starkes Argument für die Impfflicht, für die sie sich leidenschaftlich ausspricht. "
5019,"SPD-Gesundheitsexperte @username rechnet mit einer deutlichen Zunahme von Impfdurchbrüchen ""bei Personen, deren Coronaimpfung länger als sechs Monate zurückliegt"". Außerdem komme es laut einer Studie bei 19 Prozent zu einem #LongCovid -Problem. "
5020,"Die Zahl der #COVID19-Fälle in UK schießt innerhalb weniger Tage in die Höhe, ein neuer Rekord wird für den Herbst erwartet. Experten sagen voraus, dass #COVID innerhalb weniger Wochen ein Ausmaß erreichen könnte, das weit über alles hinausgeht, was wir bisher in Großbritannien…"
5021,"#COVID19 Update für den Kanton #stgallen 27. Dezember. \n+ 355 Fälle seit gestern\n3 Menschen sind verstorben. (494 Total)\n182 Menschen im Spital, 27 auf der IPS.\nFallzahlen sinken. Etwa 3000 Tests weniger im Vergleich zur Vorwoche! Positivitätsrate steigt, gestern bei 30%! "
5022,GesundheitTäglich aktuelle Corona-Zahlen und Regeln für den Landkreis Limburg-Weilburg: Hier erfahren Sie die neuesten RKI-Daten zum Coronavirus von 7-Tage-Inzidenz bis Intensivbetten-Auslastung... 
5023,Wie heißen Nasenverweigerer?\n\nNaslöcher. \n\n#COVID19 \n#coronavirus
5024,"Geben sie es auf. Das können selbst sie nicht mehr schön reden! Euch ist das Skifahren wichtiger als das Leben Einzelner! Ihr nehmt mit einem Lächeln, besonders ihre @username kann das gut, mehr Tote in Kauf und euch ist das Leben der Bevölkerung wurscht #covid19 #Skifahren"
5025,"„Corona ist mit aller Wucht, mit aller Macht wieder da“ #Corona #Coronavirus #Covid19 #Soeder #Söder "
5026,"Todesursache Covid19: nicht nur der Erkrankte stirbt einsam, auch die Hinterbliebenen trauern einsam. Wegen Quarantäneregelungen sind Treffen mit den anderen meist gar nicht möglich, Abschied nehmen auch nicht. Distanz zum Schutz war 2020 hart, Distanz im Tod ist noch härter."
5027,"#STIKO wurde heute abgeschafft. Politiker empfehlen jetzt Medizin. \nWissen nun Politiker, wie sicher eine #COVID19 Impfung für Kinder ist? Garantiert nicht! Am Ende könnte der Schaden größer als der Nutzen sein. \nEin schwarzer Tag für Ärzte, vll auch für Kinder. \n#coronavirus"
5028,Ebenfalls laufen noch Beratungen zwischen KBV und GKV-Spitzenverband zur Vergütung von Abstrichen bei kurativer Testung auf das Coronavirus SARS-CoV-2 im EBM. Diese Sonderregelung ist bisher ebenfalls bis zum 31. März befristet.
5029,wo war eigentlich der #kinderschutz während #CoronaVirus?\n\n#sozialarbeit #sozialearbeit #tripelmandat @username #SRFclub 
5030,Die guten Nachrichten reißen heute nicht ab. 
5031,"Die erste Beta unserer #COVID19 Reiseanalyse steht. Ich denke, dass kann man selbst als Dienstreisender gut nutzen und wird nochmal etwas sensilibisiert. Das Tool wird kommende Woche live geschalten. Freu mich über Feedback. "
5032,++ Die aktuellen Zahlen: Wieder 1.917 Neuinfektionen und 49 Todesfälle +++ 
5033,Vielleicht irgendwas in gelb? Und sternförmig wäre doch hübsch! \n#b2908 #Corona #Coronademo #coronavirus #SturmaufBerlin #Drosten #Geisel #COVID19 
5034," #Kuwait schließt von heute Abend bis zum 1. Januar 2021 die Grenze, das Land und die Seehäfen. #COVID19 "
5035,"Nach einem Jahr Covid-19 haben wir ja den ""Luxus"", alle möglichen pandemischen Reaktionen und Dynamiken, aber auch detaillierte Maßnahmen zu untersuchen. In Asien finden wir große Ausbrüche und deren Zürckdrängung (etwa Südkorea, Vietnam, China, Australien, Thailand)."
5036,Corona: Irland verzeichnet wegen B117 rekordhohe Fallzahlen. Wie Irland sich zu spät gegen B.1.1.7 geschützt hat und was die Schweiz davon lernen könnte aber nicht tun wird. - watson 
5037,"Covid-19 und Kinder. Schon gewusst?\n\n-Neben Fieber, Schnupfen etc. haben infizierte Kinder häufiger Durchfall und Bindehautentzündungen als Erwachsene. Sie sind auch häufiger asymptomatisch.\n\n-KEINER kann Covid-19 von ""normalen Kinderkrankheiten"" ohne Test unterscheiden. KEINER."
5038,"2 ganz ganz bittere Minuten, in denen @username Triage erklärt. Es möge uns als Gesellschaft und den verantwortlichen Ärzt/innen erspart bleiben. "
5039,"Ich bin positiv auf Covid-19 getestet worden. Bereits gestern bin ich vorsorglich in Quarantäne gegangen, als eine Person aus meinem Umfeld über Symptome klagte und auch mich direkt informiert hatte. Heute kam mein Test-Ergebnis. Bisher habe ich keine Symptome, mir gehts gut. 1/2"
5040,"Noch gibt es keinen Impfstoff, niemand weiß wann dieser kommen wird, wer davon profitieren wird. Das Virus ist da und es kann töten. #AHA Regeln, wir brauchen aber auch langfristige, politische Pläne wie wir im kommenden Jahr mit dem #COVID19 leben wollen"
5041,"Einfach nur krank. Zitat:\nNatürlich ist es wichtig, die Impfstoffe ordnungsgemäß zu lagern, um ihre Wirksamkeit aufrechtzuerhalten. Wenn Sie dies nicht tun, kann dies den Unterschied zwischen Leben und Tod bedeuten. "
5042,Heute gibt es 469 #Neuinfektionen mit #Covid19. 8 weitere Menschen sind im Zusammenhang mit dem #Coronavirus verstorben. Aktuell sind 13.897 in #RLP infiziert. 
5043,"Ich konnte es nicht glauben &amp; hab daher nachgeschaut. \n\nSehr geehrter Herr #Stöhr (@username erklären Sie, wieso Sie einen Tweet eines bekannten rechtsradikalen Influencer geliket haben. \n\nLiebe #CDU (@username \nwar Ihnen das bei der Nominierung bekannt? /TN #Coronavirus "
5044,Wie #SARSCoV2 unser Immunsystem bekämpft \n\nLernen Sie das Proteinarsenal des Pandemievirus kennen. Mit einem interaktiven Protein-Atlas. \n\n #Corona #LongCovid #DieMaskeBleibtAuf #MECFS 
5045,Bei Kindern bisher keine Myokarditis mach Corona-Infektion codiert. Aber 24 fälle nach Impfung. 
5046,"Interview über unzählige Covid-Kinder Dramen in Brasilien.\n\nLeider ahnt man ja schon, \nwas @username Hübner Exner Streeck usw. dazu denken:\n\nIst ja Brasilien.\nSind ja nur Kinder.\n\n "
5047,"Fast 180.000 Menschen sind in den #USA bereits am #Coronavirus gestorben. \n\nÜber 100.000 Familien trauern um mindestens 1 Person, die sie durch das Virus verloren haben. \n\nMir erschließt es sich nicht, warum man solche Situationen auch hier haben will. /TN"
5048,Inzidenz-Trick\n\n für Todeszahlen anklicken.
5049,Wer liegt im Moment in #UK mit #COVID19 auf der #Intensivstation? Im Schnitt 50 Jahre und kaum schwere Vorerkrankungen. Sehr interessante Daten des ICNARC Reports. Es kommt jetzt auf die Impfung der 35-60 Jährigen an. Wir können die Welle im Herbst niedrig halten. #Impfung jetzt 
5050,"„Am Freitag (17. Juli 2020) brachten sie den vor einiger Zeit vom Staatssekretär des Wissenschaftsministeriums, Denis Alt, vor dem Klinikum gepflanzten Lavendelstrauch zurück zum Ministerium.“\n\n "
5051,"#CoronaInfo – Schwere Krankheitsverläufe von COVID-19 liegen zu einem guten Teil daran, dass das Immunsystem ungünstig auf das Coronavirus reagiert. Eine neue Studie, hier zusammengefasst, hat nun einen weiteren Schritt in diesem selbstschädigenden Prozess beschrieben. … (1/10)"
5052,"„Es gibt ... keine Garantie, der Einzelne passt nicht immer in die Statistik.“ Wie wahr! Lieber ⁦⁦@username ich hoffe, Sie sind schnell wieder 100% hergestellt- Sie werden gebraucht ! "
5053,"Mit 1,4 Mrd. Einwohnern hat China tatsächlich zwei ""Coronatote"" unbekannten Alters zu beklagen.\n\nChinas Strategie, die westliche Kultur mit solchem Nonsens plattzumachen, verfängt allerdings nicht mehr. Gut so!\n "
5054,"Hat die @username schon Blumen geschickt? oder schickt ihr sterile Masken ohne Löcher? Frau @username rennen sie mal wieder aus einem Fernsehstudio?run away Alice, Die Politikerin , die sich nicht traut #AfDwirkt #Covid_19 #coronavirus #afd \n "
5055,"EIL: Italien wurde in eine politische Krise gestürzt, nachdem der ehemalige Ministerpräsident Matteo Renzi seine Partei aus der Regierungskoalition zurückzog und damit den Zusammenbruch der Regierung inmitten einer grassierenden Coronavirus-Pandemie riskierte"
5056,"Finde den Fehler! \n\n„Es wäre wünschenswert, dass eine Schutzimpfung gegen das Coronavirus auch Kindern unter zwölf Jahren zur Verfügung steht. Zwar erkranken Kinder nach gegenwärtigem Stand der Forschung nur sehr selten schwer an Covid-19.“\n via @username"
5057,"Ob man den Zustand #Pandemie oder #Endemie nennt ändert nichts an\n- Ansteckungsrisiko\n- Infektiosität\n- Krankheitsbild \n- Komplikationen \n- Virusevolution\n- Personalausfall\nJa, man kann es Endemie nennen, aber an den Schäden, die #SARSCoV2 #COVID19 bereitet, ändert es nichts."
5058,"In #Bremen und #Bayern arbeiten mit dem #Coronavirus infizierte Pfleger wegen Personalmangel weiter auf Station. Das sei ein Skandal und absolut fahrlässig, sagt Nadya Klarmann, Präsidentin der Pflegekammer Niedersachsen. "
5059,"#LongCovid #Kinderimpfung #STIKO\nStudien m. Kontrollgruppe zeigen, dass LongCovid bei Kids KEIN messbares Problem ist. Und in D stehen 24 Myokarditisfälle nach Impfung 1 Fall nach COVID-19 gegenüber. \nEinzig logisches Fazit: WIR MÜSSEN DRINGEND ALLE (!!!) KINDER IMPFEN! "
5060,"Mit freundlichen Grüßen, Ihr Kultusministerium. "
5061,Ungarn hat bereits mit den Corona-Impfungen begonnen #Coronavirus #Imfpstoff #Europa #Ungarn
5062,"#Lauterbach hat es richtig gemacht!\n\nPanik wirst du bekommen, wenn du krank mit Covid-19 im Bett liegst und keinen milden Verlauf hast! \n\nAber das wünsche ich dir nicht. Vielleicht einfach mal das Gehirn einschalten, anstatt populistisch zu schreiben\n\n#Maskebleibtauf"
5063,"Wenn man fragt, was sich #Geimpfte und #Genesene von #COVID19 wünschen: "
5064,"Viele Fragen mich, was eigentlich der Unterschied zwischen dem #ACMilan und #ErzgebirgeAue ist #Corona #Querdenken #le0611 #Sachsen #COVID19 "
5065,"Der neue #IfSG-Entwurf.\n\nDemnach darf Lothar Wieler jederzeit in meine Wohnung eindringen, um nach #Sars_Cov_2 (akt. 0,1% CFR) zu fahnden und mein Arbeitgeber in meinem #Impfstatus herumschnüffeln, um mich nach Belieben zu diskriminieren.\n\nEuer Ernst @username @username "
5066,Corona-Maßnahmen: Tausende ziehen durch Nürnberg #Coronavirus #Coronagegner #Demonstration #Nürnberg #Bayern
5067,"Impfstart Israeli Style \n\nDie Freude über den Beginn der #Impfungen im Ichilov-Krankenhaus in #TelAviv ist überwältigend! Ärzte und Pfleger, die seit 9 Monaten Tag und Nacht #COVID19 Patienten behandeln, feiern zum Impfstart eine kleine Party.\n\n "
5068,Das Paul-Ehrlich-Institut hat seinen vierten Sicherheitsbericht zu den #Corona-#Impfstoffen veröffentlicht. Bei den Impfungen gegen das Coronavirus treten nach Angaben des Paul-Ehrlich-Instituts nur wenige unerwünschte Reaktionen auf. 
5069,Einreisen aus Großbritannien: Acht Infizierte gefunden #Coronavirus #Großbritannien #Reiseverkehr
5070,"Hallo Frau Gebauer, Frau @username , @username und Herr @username ,\nhaben Sie diesen Artikel gelesen?\n\n "
5071,Ein weiteres Mal versteckt die Bundesregierung perfide Änderungen zum #Infektionsschutzgesetz in einem anderen Gesetz. Beim letzten Mal war es im Stiftungsrecht und dieses Mal zur Fluthilfe. Versteckt wird das Arbeitgeber den Impfstatus der Angestellten abfragen dürfen. #COVID19
5072,"Der Vergleich mit den Gummibärchen ist treffend - jeder Kinderwagen, Autositz, Spielzeug, etc. wird max. auf Sicherheit getestet, alle Produkte müssen Bio sein - wenn es um Kinder geht, wird jedes noch so minimale (auch nur theoretische Risiko) eliminiert* - aber #Covid19 ist ok? "
5073,"Gute Nachrichten für #Impffanatiker: #Pfizer-Chef kündigt #Impfung Nummer 4 bis unendlich an. Dann können #Spahn und Co. ja schon mal ein paar Milliarden bereitstellen, sofern nicht alle Steuermittel für die Aufnahme neuer Flüchtlinge draufgehen…. "
5074,"Solange ungeimpfte und ungetestete Studierende in Hörsälen zugelassen sind, werde ich keine Präsenzvorlesung an der Universität anbieten. Ein \n\n#COVID19 #Studium #Universität #Impfung #Zertifikat "
5075,Die Zahl der aktiven #Coronavirus-Fälle in stieg gestern der neuen RKI-Tagesstatistik zufolge um 202 auf 16.751. \n\nVeränderung gegenüber\n- vorgestern: +1% \n- dem Mittwoch der Vorwoche: +15% \n- dem Tiefststand vom 15. Juli: +260% \n\n@username 
5076,Sind Versammlungen wieder erlaubt? Sind Bars wieder geöffnet? Wird die Einhaltung der Regeln irgendwie kontrolliert? Ist die Pandemie vorbei in Bornheim?@username @username @username @username #COVID19 #Lockerungen #Frankfurt 
5077,"Wenn Pfützenschnorchler wie @username in Expertenräten sitzen, ist eh alles verloren #ZeroCovid #AnneWill #COVID19 #SNAFU"
5078,"Der neue #IfSG-Entwurf.\n\nDemnach darf Lothar Wieler jederzeit in meine Wohnung eindringen, um nach #Sars_Cov_2 (akt. 0,1% CFR) zu fahnden und mein Arbeitgeber in meinem #Impfstatus herumschnüffeln, um mich nach Belieben zu diskriminieren.\n\nEuer Ernst @username @username "
5079,Impfdurchbrüche in Baden-Württemberg:670 Geimpfte in einer Woche an Covid-19 erkrankt 
5080,"Die #AfD verbreitet, es habe 2,5 Mio. Impfnebenwirkungen nach einer Corona-Impfung gegeben.\nSie vergisst aber zu erwähnen, dass der Großteil aus ein-, zwei- oder auch 'mal dreitägigen Impfreaktionen wie ""Impfarm"" oder Kopfschmerzen besteht.\n\nInfos der KBV:\n "
5081,"1/2\nLaut digitalem Impfquotenmonitoring #DIM sind in über 60 % vollständig gegen #COVID19 geimpft.\n\nInformationen zu DIM\n auch diejenigen, die sich nicht impfen lassen können – z.B. Kinder unter 12."
5082,"Saarlands MP #Hans warnt vor einem #Kollaps in vielen Krankenhäusern. \n\n""Die Situation ist erschreckend und alarmierend: Schon bald kann es zu einem Kollaps in vielen der 1900 Krankenhäuser in Deutschland kommen"".\n\nGrund seien vor allem Engpässe beim Personal.\n\n#COVID19 #Corona"
5083,Es geht wieder los... 
5084,"COVID-19 führt auch nach mildem Verlauf häufig (10% plus) zu anhaltenden neurologischen Störungen wie Gedächtnisproblemen, Fatigue oder Geruchsstörungen. Ein aus neurowissenschaftlicher Perspektive. (1/n)\n#LongCovid #PostCovid"
5085,Über die Ultras von Corinthians und die widerständige Tradition des Vereins haben @username und ich 2020 einen Text geschrieben. \n 
5086,"Schwere #COVID19 Verläufe bei Älteren aufgrund „altersschwacher“ Immunreaktion\n\nEin altersabhängiger Mangel an antiviralen Interferonproteinen dürfte ein wesentlicher Grund sein, weshalb Ältere häufig schwer an #SARSCoV2 erkranken…\n\n "
5087,"Einschätzung eines Chefarzt eines großem Klinikums aus Hamm, 180.000 Einwohner. Corona ist vorbei. \n "
5088,"Interessant an dieser Studie zur #COVID19 Massnahmenwirkung finde ich auch noch, dass der ÖV (Public Transport) nur von geringer Bedeutung als Pandemietreiber zu sein scheint. Schulen und Versammlungsgrössenlimiten/Grossanlässe erscheinen die wichtigsten Treiber. "
5089,".@username schildert die aktuelle #COVID19 Situation an der Charité und erklärt, was die zu erwartende #Triage bedeutet.\n\nDas Videozitat ist geschnitten, um die Twitter-Zeitvorgaben zu erfüllen. Der gesamte Vortrag v. 30.10 kann hier aufgerufen werden:\n "
5090,"“Lockerer als derzeit werde Deutschland ohne Impfpflicht nicht mehr, das ist die Botschaft.“ "
5091,Der Bundesgesundheitsminister fordert sofortigen Lockdown.\n\nKarl Lauterbach fordert sofortigen Lockdown.\n\nWissenschaftler fordern sofortigen Lockdown.\n\nVerband der Intensivmediziner fordert sofortigen Lockdown.\n\nAUF WESSEN RAT WARTET IHR?\nBATMAN?!\n\n#COVID19 #harterLockdownJetzt
5092,"Solang a Intensivmediziner die NIV Maske runter reißt, geht, und im vorbeigehen am nachbarzimmer sagt, „ mach noch den Sauerstoff rein“, braucht mir kein Mensch was von interdisziplinärer Versorgung erzählen! #COVID19"
