,0
5358,Just so we’re all clear.\n\n#COVID19 spreads at:\n\n-Church\n-School\n-Trump rallies\n-Motorcycle rallies\n\nIt doesn’t spread at:\n\n-“Peaceful” protests\n-The southern border\n-Democrat wedding receptions\n-San Francisco hair salons\n-Governor Newsom’s dinner\n-President Obama’s birthday party
5359,Ulladulla had a Northern Beaches resident breaching the lockdown order. \n\nYeah sure people will be careful\n#Covid19
5360,Virginia Plans Mandatory COVID-19 Vaccinations For All Residents 
5361,He’s got a lot of pre existing conditions. Hope he didn’t get COVID19
5362,"What a stark reminder that COVID will continue to mutate until everyone has access to vaccines. Canada could do its part, but choses to side with big pharma. We must do better. Sign our petition to allow production of vaccines now: \n "
5363,"Chaired the 18th RIC Foreign Ministers’ Meeting. Discussed contemporary global issues. Highlighted that: \n\n1. Covid-19 pandemic has alerted us to the need for more reliable global supply chains, especially in health. "
5364,US workers file 885K jobless claims amid wave of COVID-19 lockdowns 
5365,Sign the petition: Stop forced COVID-19 Vaccines and Discrimination 
5366,Napa County taken off state COVID-19 watch list 
5367,"The Opening Ceremonies for the 2022 Winter Olympics in Beijing are underway amid strict COVID-19 protocols and a diplomatic boycott from several countries, including the U.S. "
5368, The County's @username COVID-19 testing kiosks will be closed today (Jan. 4) due to weather and COVID19-related staffing shortages. People with appointments will be notified. Find alternative testing sites: you for your flexibility.
5369,"“Problem was, Mr. Ford and his government didn’t really like most of the advice they were getting. They preferred Dr. Moore’s more silent compliance”\n\n1,763 Ontarians have died of COVID-19 since Ford told us covid was done. Tragic losses \n\n "
5370,Reporting by @username 
5371,"Kerala #Covid19\n\n6,194 new cases today. (Ekm - 977 cases, TVM - 550, Malappuram - 549)\n\n39,778 active cases"
5372,"Well, this just keeps getting betterer and betterer! \nVIC has 17,636 new #COVID19 cases today. \nWhat a clusterfuck! "
5373,another smart @username column from @username as he chimes in on the electric power bill debate in Mexico 
5374,Ministry of Health announces first case of COVID-19 in Grand Turk 
5375,"Lots of people (rightly) appalled that 57% of Republicans in the CBS/You Gov poll consider the number of U.S. fatalities from coronavirus so far to be acceptable. On the other hand, given the power of hyper-partisanship, 43% of Rs finding it unacceptable may be more noteworthy."
5376,"Blood pressure medication improves COVID-19 survival rates, research finds "
5377,"5/8\nIn Tigray, Many families have yet to fully recover from the devastating effects of COVID-19 pandemic, on the top that they are severely affected by the war and siege. \n#EndTigraySiege #TigrayFamine\n@username @username"
5378,"Europeans say COVID-19 revealed America as ""fragile,"" inconsiderate "
5379,Cyclosporine A plus low‐dose steroid treatment in COVID‐19 improves clinical outcomes in patients with moderate to severe disease. A pilot study You can see it online NOW #COVID19 #ISSSTE @username @username 
5380,Visitor restrictions imposed at Southwest Florida's largest hospital systems as COVID-19 cases jump 
5381,Dr. Fauci 'strongly' recommends against large New Year's Eve parties with '40 to 50 people' 
5382,"57 percent of Republicans think 176,000 coronavirus deaths (and counting) is acceptable. Holy shit. "
5383,"Get detailed information on the current COVID-19 situation, trends in drivers of transmission, improvements to our model, and future projections in our Policy Briefings. We organize briefings by @username region and for 200+ national and subnational locations. \n "
5384,"Is it surprising that a dip in the stock market is what it took for McConnell, Hannity et al to get serious about #COVID19 vaccines?"
5385,Top story: Janssen coronavirus (COVID-19) vaccine authorised by UK medicines regulator - see more 
5386,Health officials literally came out during the pandemic and pointed out that if you lost your sense of smell and/or taste then that meant covid also impacted you neurologically. \n\nBut y’all said it was just a bad cold so 
5387,"France has suspended transport links with Britain after a new Covid-19 variant emerged in southern England, giving the country a taste of the potential disruption to food and other vital supplies that could accompany a ""no-deal"" Brexit in 10 days' time. "
5388,Because their governor is more worried about #TexasHatesWomen than living children. And he’s rather ensure any random idiot has access to a firearm than living children. #AbbottFailedTexas #AbbottHatesWomen 
5389,"OMG! Who did this?!?! Best 2 minutes of your day, week, month, maybe year. \n\n#WearAMask #SleepingBeauty #COVID19 #Masks #MasksSaveLives "
5390,Today's Thailand. #Thailand #whatishappeninginthailand #COVID19 #โควิด19 #โควิดวันนี้ #วัคซีน #วัคซีนโควิด19 #ล็อคดาวน์ #ล็อกดาวน์ #ม็อบแท็กซี่ cc @username photos via Dinosea World Park 
5391,"Something to keep in mind when you're at work today. When you take a break, #COVID19 doesn't. Don't let your guard down during breaks. Wear a face covering when you aren't eating or drinking, stay 6 feet apart from others and wash your hands often. @username @username "
5392,This is how #SOSIYC workers are leading this battle against COVID19.\n\nReaching out to homes of COVID infected families with oxygen cylinders. 
5393,The Board acknowledges that the decision to vaccinate teachers in a nearby school was not in line with the National vaccine priority list nor did it have HSE approval. The decision caused deep upset &amp; undermined the vaccine programme at a critical time. 
5394,Today in the pandemic:\n\n* Record high number of new COVID19 cases; \n\n* Record high number of hospitalizations; \n\n* Record high number of deaths.\n\n* No new national strategy; outgoing president focused entirely on undermining the results of the election.
5395,This is insane. 
5396,"A Year of Stress, Isolation and Decline: New @username Survey Spotlights Effects of #COVID19 Pandemic on #Alzheimers Patients and Caregivers #coronavirus @username @username @username @username @username @username @username "
5397,Or said this \n\n 
5398,"Ana Navarro says it’s “immoral” for people who have enabled “Donald Trump downplaying the Covid virus, calling it a hoax, who have attended... participated, in so many of his reckless rallies” to receive a Covid-19 vaccine before frontline workers and vulnerable populations. "
5399,"ADPH updated Confirmed COVID-19 Hospitalized to 2,425 with 104 hospitals reporting recently. This is the highest it has been since tracking started. "
5400,Thailand will rely on Covid-19 vaccines from China’s Sinovac to kick off an inoculation drive that aims to cover about two-thirds of the population by the end of this year 
5401,Archbishop of Santiago Chile hospitalized after testing positive for COVID-19 
5402,"Remember when the “conspiracy theorists” told you that the PCR tests were fraudulent and everyone that was testing positive with no symptoms weren’t actually sick, and it was meant to justify lockdowns? \nSee below: "
5403,Who could possibly have seen this coming except for everyone who wasn’t a huge fucking idiot 
5404,Is it a cat or a road? \n\n @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username @username 
5405,#Arlington #Cases #COVID19 #WashingtonLiberty\n\nAn athlete at Washington-Liberty High School has COVID-19. APS reported 9/3.\n\nA second student from WL also has COVID-19. APS reported 9/3.\n\nWish the principal could #AlertTheClass so fellow students could get tested. #DeltaMovesFast
5406,Dr Subramanian @username has spoke to the Union HRD Minister for postponement of all NEET/ CEE &amp; similar Entrance Exams beyond Deepawali in view of the Covid19 situation in the Country &amp; asked Govt to move SC for any further clarifications on Urgent basis. @username 
5407,Sadly there is little immunity provided by getting Omicron. The Autumn boosters are much needed - won’t give full protection but will give some. 
5408,E don be. 
5409,In a loud \n\nNo means no!!!\n\nNo exams in covid19!!!!\n\nStudents lives matter !!!!!\n\n#SATYAGRAH_AgainstExamsInCovid 
5410,Calls an unnecessary election in the middle of a pandemic.\n\nMakes an unnecessary visit to a hospital to stump for votes.\n\nAt least Trudeau is consistent in his self-serving behavior.\n\n#Cdnpoli #NotTrudeau #COVID19 @username 
5411,"Yogi Adityanath govt pays ex-gratia to kin of over 2,000 staff who succumbed to #COVID19 during panchayat polls\n\n#YogiAdityanath #UPpanchayatpolls\n "
5412,Tested: COVID-19 Negative. 
5413,"Where we’re at: Twitter has removed a tweet (saying masks don’t work) from the president’s coronavirus advisor, Scott Atlas, for violating its rules against sharing false and harmful information about the coronavirus."
5414,"Malaysia buys AstraZeneca COVID-19 vaccines, seeks more from China, Russia "
5415,Conclusions: Mask mandates and use are not associated with slower state-level COVID-19 spread during COVID- 19 growth surges”\n\n 
5416,Have physicians’ voices been adequately and equitably included in cable news coverage of #COVID19? See our study led by amazing med student @username @username in @username #MedTwitter @username 
